URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_768,89,20,utf-8,ebay server,NA,US,CA,4/08/1995 0:00,26/01/2017 0:00,25,0,8,2200,29,30,28829,2480,29,4.0,0
B0_2215,56,10,UTF-8,nginx,14672,PA,PANAMA,25/02/1999 0:00,18/01/2016 0:00,11,3,5,870,11,5,306,870,11,0.0,0
B0_1015,123,18,UTF-8,Apache,73927,US,MA,23/03/1999 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1117,29,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_252,47,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,NA,AU,None,20/07/2006 0:00,5/03/2013 0:00,14,1,3,2133,20,18,3258,2609,20,6.0,0
B0_102,23,6,utf-8,Apache,NA,US,FL,28/02/2008 10:58,14/02/2017 20:27,16,3,11,1696,18,20,13422,1844,18,2.0,0
B0_8,60,11,utf-8,nginx,NA,US,California,24/09/2006 0:00,26/08/2015 0:00,14,9,2,2531,18,18,8177,2819,18,4.0,0
B0_365,49,10,utf-8,Apache,66441,US,MO,20/05/1996 0:00,24/10/2016 0:00,14,1,3,1567,18,20,6818,1859,18,4.0,0
B0_269,79,16,ISO-8859-1,Roxen/5.4.98-r2,11593,US,IL,2/03/2000 0:00,3/03/2017 0:00,13,1,3,1763,19,19,2308,2233,19,6.0,0
B0_1011,40,9,UTF-8,Apache-Coyote/1.1,NA,US,ca,14/05/1999 0:00,28/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_235,44,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,26,10,6,2512,32,33,7155,2982,32,6.0,0
B0_978,29,6,utf-8,None,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_130,34,11,UTF-8,nginx,655,None,None,None,None,27,5,8,2721,35,27,3896,3313,35,8.0,1
B0_315,45,9,UTF-8,mw2101.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,47,41,4,6464,55,53,39038,7072,55,8.0,0
B0_685,40,8,ISO-8859-1,nginx,NA,US,WA,8/04/1996 0:00,18/11/2016 0:00,16,5,5,1615,20,23,25358,1931,20,4.0,0
B0_697,40,8,UTF-8,nginx,15363,US,NY,8/05/1996 0:00,27/01/2017 0:00,20,5,9,2948,24,27,5557,3248,24,4.0,0
B0_2008,43,7,UTF-8,Apache,NA,US,CA,27/06/2001 0:00,3/03/2017 0:00,15,3,4,1110,15,4,244,1110,15,0.0,0
B0_1062,45,9,UTF-8,nginx/1.11.2,10273,US,MI,18/05/2001 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1356,65,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_177,67,14,utf-8,nginx/1.4.6 (Ubuntu),NA,US,AZ,12/10/1997 4:00,5/04/2017 5:17,12,1,5,1366,18,17,2000,1850,18,6.0,1
B0_1009,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_443,50,12,ISO-8859-1,Apache/Not telling (Unix) AuthTDS/1.1,NA,US,NY,31/01/1995 5:00,4/12/2014 17:41,17,0,5,1570,21,21,6049,1842,21,4.0,0
B0_426,59,13,ISO-8859-1,nginx/1.4.4,NA,US,UT,21/06/1997 0:00,21/10/2016 0:00,8,3,8,552,8,5,420,552,8,0.0,0
M0_49,44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,22,0,2,3444,28,24,9819,3908,28,6.0,1
B0_2177,47,9,utf-8,gunicorn/19.7.1,NA,US,California,28/07/1995 0:00,26/11/2015 0:00,13,7,2,2133,13,11,17914,2133,13,0.0,0
B0_583,141,24,UTF-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,31,7,6,3925,39,35,21489,4535,39,8.0,0
B0_627,60,11,UTF-8,Apache,40582,US,ny,20/05/1996 0:00,19/04/2017 0:00,101,4,15,7002,107,79,172138,7422,107,6.0,0
B0_362,27,6,UTF-8,Apache/2.2.15 (CentOS),NA,AU,Queensland,19/07/2010 20:03,20/09/2016 13:11,40,13,14,3781,46,44,34101,4253,46,6.0,0
B0_694,48,10,UTF-8,Apache,58,US,CO,22/06/2014 0:00,22/06/2016 0:00,24,6,12,2634,28,26,4384,2932,28,4.0,0
B0_155,39,8,UTF-8,nginx,NA,FR,None,4/09/1996 4:00,26/04/2016 9:14,8,0,2,1059,12,11,1506,1361,12,4.0,0
B0_2013,77,15,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,5,5,3,498,5,8,508,498,5,0.0,0
B0_2226,128,25,UTF-8,Apache,29840,UK,None,18/04/1995 0:00,14/11/2016 0:00,4,3,2,432,4,7,432,432,4,0.0,0
B0_237,46,8,UTF-8,Apache,193,US,PA,14/10/2016 0:00,14/10/2016 0:00,7,0,2,680,11,10,1363,1002,11,4.0,0
B0_634,52,11,UTF-8,nginx/1.12.0,NA,None,None,None,None,21,0,8,2221,25,26,3809,2513,25,4.0,0
B0_438,28,7,UTF-8,GSE,6666,US,CA,31/07/2000 0:00,29/06/2016 0:00,66,5,11,6311,70,64,63634,6633,70,4.0,0
B0_822,46,10,UTF-8,nginx,NA,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_68,26,7,ISO-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962,GB,WC1N,25/09/2000 0:00,18/07/2016 0:00,9,0,4,842,11,12,2101,994,11,2.0,1
B0_281,48,11,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,44,31,4,6925,52,43,17604,7525,52,8.0,0
B0_416,40,6,ISO-8859-1,nginx/1.12.0,1108,None,None,17/02/2009 0:00,16/02/2015 0:00,15,10,4,1166,19,19,1626,1538,19,4.0,0
B0_1322,115,18,UTF-8,Jetty(9.0.z-SNAPSHOT),NA,US,NY,12/03/1999 0:00,16/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_67,48,11,UTF-8,Apache/2.2.31 (Amazon),1371,None,None,28/04/2003 0:00,29/04/2016 0:00,26,2,8,2873,34,37,5727,3453,34,8.0,0
B0_374,99,15,utf-8,Microsoft-IIS/8.5,NA,CA,ON,23/12/1995 0:00,8/02/2017 0:00,20,2,6,2010,24,24,13434,2334,24,4.0,0
B0_1127,31,7,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_297,26,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,21,8,9,2373,25,27,6199,2637,25,4.0,0
M0_116,41,13,UTF-8,nginx,643,None,None,None,None,9,0,3,1142,13,12,1991,1430,13,4.0,1
M4_73,82,17,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1272,45,7,UTF-8,Apache,4764,US,Arizona,15/07/2009 0:00,20/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_134,36,11,UTF-8,nginx,655,None,None,None,None,21,1,5,2359,29,23,3542,2951,29,8.0,1
B0_1184,73,14,utf-8,None,32103,US,NY,29/03/2008 0:00,10/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1375,42,10,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_878,80,12,iso-8859-1,Apache,236,US,AZ,10/03/1998 0:00,5/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_944,56,10,utf-8,nginx/1.12.0,NA,US,FL,18/04/2000 0:00,18/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1351,42,11,UTF-8,nginx,NA,US,Arizona,8/05/2004 20:53,4/04/2014 15:11,0,0,0,0,0,0,0,0,0,0.0,0
M0_124,35,11,UTF-8,nginx,652,None,None,None,None,21,1,5,2367,29,26,3801,2957,29,8.0,1
M4_34,141,27,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_968,54,11,iso-8859-1,cloudflare-nginx,NA,US,MA,21/08/1998 0:00,3/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1067,71,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,Oregon,29/01/2003 23:45,7/08/2013 22:19,0,0,0,0,0,0,0,0,0,0.0,0
B0_2080,126,22,utf-8,Microsoft-IIS/7.5,9032,None,None,29/04/1999 0:00,29/03/2017 0:00,2,2,1,356,2,4,246,356,2,0.0,0
B0_506,46,10,utf-8,openresty,NA,US,California,6/08/2002 0:00,15/10/2015 0:00,22,18,1,3331,28,27,62295,3739,28,6.0,0
B0_1323,48,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,NA,AU,None,20/07/2006 0:00,5/03/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1409,61,9,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_193,101,20,utf-8,nginx,NA,US,California,24/09/2006 0:00,26/08/2015 0:00,45,40,4,4721,49,74,82395,5009,49,4.0,0
B0_1373,41,9,UTF-8,nginx/1.12.0,NA,US,Pennsylvania,8/09/2007 0:00,9/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_51,44,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,23,6,9,1942,27,25,15275,2222,27,4.0,0
